Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
nest	NT05	20180705	4,2018-07-05 04:00:54,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT05/05_nestNT05_1_20180705_040031.avi,3600.080,25.0,Worker 2 (43),feedsbrood,,,POINT,129.276,129.276,NA,,
nest	NT05	20180707	10,2018-07-07 10:00:15,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Round1/NT/NT05/05_nestNT05_1_20180707_100202.avi,3599.520,25.0,Worker 2 (43),feedsbrood,,,POINT,146.776,146.776,NA,,
nest	NT05	20180705	22,2018-07-05 22:00:35,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT05/05_nestNT05_1_20180705_220102.avi,3600.640,25.0,Worker 2 (43),feedsbrood,,,POINT,174.804,174.804,NA,,
nest	NT05	20180705	4,2018-07-05 04:00:54,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT05/05_nestNT05_1_20180705_040031.avi,3600.080,25.0,Worker 2 (43),feedsbrood,,,POINT,182.253,182.253,NA,,
nest	NT05	20180707	10,2018-07-07 10:00:15,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Round1/NT/NT05/05_nestNT05_1_20180707_100202.avi,3599.520,25.0,Worker 3 (44),feedsbrood,,,POINT,203.226,203.226,NA,,
nest	NT05	20180705	22,2018-07-05 22:00:35,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT05/05_nestNT05_1_20180705_220102.avi,3600.640,25.0,Worker 3 (44),feedsbrood,,,POINT,205.003,205.003,NA,,
nest	NT05	20180706	12,2018-07-06 12:00:43,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT05/05_nestNT05_1_20180706_120124.avi,3549.320,25.0,Worker 1 (42),feedsbrood,,,POINT,207.456,207.456,NA,,
nest	NT05	20180706	12,2018-07-06 12:00:43,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT05/05_nestNT05_1_20180706_120124.avi,3549.320,25.0,Worker 2 (43),feedsbrood,,,POINT,224.400,224.400,NA,,
nest	NT05	20180705	4,2018-07-05 04:00:54,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT05/05_nestNT05_1_20180705_040031.avi,3600.080,25.0,Worker 2 (43),feedsbrood,,,POINT,247.526,247.526,NA,,
nest	NT05	20180707	13,2018-07-07 13:00:40,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT05/05_nestNT05_1_20180707_130206.avi,3600.320,25.0,Worker 3 (44),feedsbrood,,,POINT,248.829,248.829,NA,,
nest	NT05	20180629	21,2018-06-29 21:00:49,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT05/05_nestNT05_1_20180629_213621.avi,3530.520,25.0,Worker 1 (42),feedsbrood,,,POINT,293.380,293.380,NA,,
for	NT05	20180630	10,2018-06-30 10:00:43,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/NT/NT05/05_forNT05_1_20180630_103731.avi,3453.400,25.0,Worker 2 (43),nectarforaging,,,STATE,688.532,944.008,255.476,,
for              NT05	 20180630	           9,2018-06-30 09:00:11,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NT/NT05/05_forNT05_1_20180630_093727.avi,3381.040,25.0,No focal subject,nectarforaging,,,STATE,2908.814,3265.157,356.343,,
