Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
for	NF04	20180705	16,2018-07-05 16:00:08,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180705_162003.avi,3305.600,25.0,Unknown,nectarforaging,,,STATE,2192.669,2285.098,92.429,,
for	NF04	20180705	8,2018-07-05 08:00:18,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Round1/NF/NF04/05_forNF04_1_20180705_080647.avi,3167.440,25.0,Worker 3 (61),nectarforaging,,,STATE,2193.191,2346.195,153.004,,
for	NF04	20180706	10,2019-07-06 10:00:15,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180706_102130.avi,3298.680,25.0,Worker 4 (74),nectarforaging,,,STATE,2215.442,2416.016,200.574,,
for	NF04	20180630	9,2018-06-30 09:00:12,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180630_094200.avi,3183.840,25.0,Unknown,nectarforaging,,,STATE,2513.094,2532.343,19.249,,
for	NF04	20180630	9,2018-06-30 09:00:12,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180630_094200.avi,3183.840,25.0,Unknown,nectarforaging,,,STATE,2535.444,2550.094,14.650,,
for	NF04	20180630	9,2018-06-30 09:00:12,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180630_094200.avi,3183.840,25.0,Unknown,nectarforaging,,,STATE,2578.573,2592.418,13.845,,
for	NF04	20180630	9,2018-06-30 09:00:12,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180630_094200.avi,3183.840,25.0,Unknown,nectarforaging,,,STATE,2595.519,2602.068,6.549,,
for	NF04	20180706	10,2019-07-06 10:00:15,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180706_102130.avi,3298.680,25.0,Worker 4 (74),nectarforaging,,,STATE,2621.259,2699.908,78.649,,
for	NF04	20180630	21,2018-06-30 21:00:47,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Round1/NF/NF04/05_forNF04_1_20180630_214301.avi,3187.120,25.0,Worker 3 (61),nectarforaging,,,STATE,2657.765,2794.839,137.074,,
for	NF04	20180630	12,2018-06-30 12:00:38,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF04/05_forNF04_1_20180630_124229.avi,3326.160,25.0,Worker 2 (44),nectarforaging,,,STATE,2725.752,2835.056,109.304,,
for	NF04	20180630	9,2018-06-30 09:00:12,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180630_094200.avi,3183.840,25.0,Unknown,nectarforaging,,,STATE,2932.193,3011.443,79.250,,
for	NF04	20180630	9,2018-06-30 09:00:12,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180630_094200.avi,3183.840,25.0,Unknown,pollenforaging,,,STATE,2973.969,3091.168,117.199,,
NF04	20180706	2,2018-07-06 02:00:52,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF04/05_forNF04_1_20180706_022045.avi,3315.320,25.0,Worker 3 (61),nectarforaging,,,STATE,3019.029,3189.028,169.999,,
for	NF04	20180629	18,2018-06-29 18:00:21,G:/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF04/05_forNF04_1_20180629_184013.avi,3398.400,25.0,Worker 3 (61),pollenforaging,,,STATE,3110.178,3137.279,27.101,,
for	NF04	20180630	9,2018-06-30 09:00:12,G:/My Drive/AllRounds/NF/NF04/05_forNF04_1_20180630_094200.avi,3183.840,25.0,Unknown,nectarforaging,,,STATE,3135.168,3167.493,32.325,,
for	NF04	20180629	18,2018-06-29 18:00:21,G:/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF04/05_forNF04_1_20180629_184013.avi,3398.400,25.0,Worker 3 (61),nectarforaging,,,STATE,3156.901,3309.326,152.425,,
for	NF04	20180630	16,2018-06-30 16:00:45,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Round1/NF/NF04/05_forNF04_1_20180630_164237.avi,3313.320,25.0,Worker 3 (61),nectarforaging,,,STATE,3210.937,3312.822,101.885,,
NF04	20180706	2,2018-07-06 02:00:52,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF04/05_forNF04_1_20180706_022045.avi,3315.320,25.0,Worker 3 (61),nectarforaging,,,STATE,3211.971,3223.109,11.138,,
